 # THETA1, THETA2.
   8.7826070101655385E-002 -0.96147018453845079     
   7.8168359619442074E-002 -0.96959999489170612     
   6.8434070203821251E-002 -0.97678186797652433     
   5.8632722259911584E-002 -0.98300810039989306     
   4.8773908195823390E-002 -0.98827200159037831     
   3.8867282228104011E-002 -0.99256790617088431     
   2.8922550072405698E-002 -0.99589118451047520     
   1.8949458537894506E-002 -0.99823825139824618     
   8.9577850444407751E-003 -0.99960657279207110     
  -1.0426729179469178E-003 -0.99999467060533576     
  -1.1042108367665941E-002 -0.99940212550538965     
  -2.1030715428054712E-002 -0.99782957770832403     
  -3.0998699921832421E-002 -0.99527872576569754     
  -4.0936289943368662E-002 -0.99175232334989138     
  -5.0833746388830252E-002 -0.98725417405576954     
  -6.0681373424484056E-002 -0.98178912424714959     
  -7.0469528873773252E-002 -0.97536305398715095     
  -8.0188634504227085E-002 -0.96798286610168338     
  -8.9829186195806918E-002 -0.95965647343507732     
  -9.9381763972928625E-002 -0.95039278436604790     
 -0.10883704188312787      -0.94020168666074688     
 -0.11818579770614356      -0.92909402974751654     
 -0.12741892247807821      -0.91708160550505191     
 -0.13652742981624461      -0.90417712766194303     
 -0.14550246503131706      -0.89039420991096263     
 -0.15433531401446385      -0.87574734284594824     
 -0.16301741188823601      -0.86025186983266988     
 -0.17154035141111723      -0.84392396192766350     
 -0.17989589112678928      -0.82678059196063425     
 -0.18807596325032991      -0.80883950789669590     
 -0.19607268128472319      -0.79011920559442617     
 -0.20387834736221844      -0.77063890107450173     
 -0.21148545930621324      -0.75041850241156338     
 -0.21888671741044971      -0.72947858135898735     
 -0.22607503093339298      -0.70784034481244917     
 -0.23304352430669870      -0.68552560621361303     
 -0.23978554305766525      -0.66255675699002192     
 -0.24629465944649914      -0.63895673812136311     
 -0.25256467782009251      -0.61474901191580689     
 -0.25858963968481530      -0.58995753407313689     
 -0.26436382850155526      -0.56460672610397633     
 -0.26988177420689480      -0.53872144816664658     
 -0.27513825746488818      -0.51232697237514324     
 -0.28012831365439766      -0.48544895662345944     
 -0.28484723659735739      -0.45811341896310181     
 -0.28929058203365970      -0.43034671256220225     
 -0.29345417084860143      -0.40217550126620832     
 -0.29733409205898387      -0.37362673577179922     
 -0.30092670556403739      -0.34472763041749593     
 -0.30422864466733379      -0.31550564058647718     
 -0.30723681837576694      -0.28598844070943735     
 -0.30994841348152252      -0.25620390284798811     
